Year, NodeId, Gender, Age, Population, Infected CD4 Under 200 (Not On ART), Infected CD4 200 To 349 (Not On ART), Infected CD4 350 To 499 (Not On ART), Infected CD4 500 Plus (Not On ART), Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative
1970.92,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,12,6,0,1,4,1,6,0,0,0,0,0,0,0,0,0
1970.92,1,1,13,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1970.92,1,1,14,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1970.92,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,16,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,18,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1970.92,1,1,19,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1970.92,1,1,20,6,1,4,1,0,6,0,0,0,0,0,0,0,0,0
1970.92,1,1,21,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0
1970.92,1,1,22,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1970.92,1,1,23,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1970.92,1,1,24,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0
1970.92,1,1,25,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0
1970.92,1,1,26,8,1,5,2,0,8,0,0,0,0,0,0,0,0,0
1970.92,1,1,27,2,0,0,1,1,2,0,0,1,1,0,0,0,0,0
1970.92,1,1,28,11,3,6,2,0,11,0,0,0,0,0,0,0,0,0
1970.92,1,1,29,4,1,1,1,1,4,0,0,0,0,0,0,0,0,0
1970.92,1,1,30,5,1,1,2,1,5,0,0,0,0,0,0,0,0,0
1970.92,1,1,31,4,1,2,1,0,4,0,0,0,0,0,0,0,0,0
1970.92,1,1,32,4,2,1,1,0,4,0,0,1,1,0,0,0,0,0
1970.92,1,1,33,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1970.92,1,1,34,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0
1970.92,1,1,35,10,4,4,2,0,10,0,0,0,0,0,0,0,0,0
1970.92,1,1,36,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,37,7,3,4,0,0,7,0,0,0,0,0,0,0,0,0
1970.92,1,1,38,5,3,1,1,0,5,0,0,0,0,0,0,0,0,0
1970.92,1,1,39,7,1,6,0,0,7,0,0,0,0,0,0,0,0,0
1970.92,1,1,40,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1970.92,1,1,41,5,4,1,0,0,5,0,0,0,0,0,0,0,0,0
1970.92,1,1,42,8,2,4,1,1,8,0,0,0,0,0,0,0,0,0
1970.92,1,1,43,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0
1970.92,1,1,44,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0
1970.92,1,1,45,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0
1970.92,1,1,46,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1970.92,1,1,47,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1970.92,1,1,48,7,4,2,1,0,7,0,0,0,0,0,0,0,0,0
1970.92,1,1,49,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1970.92,1,1,50,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0
1970.92,1,1,51,6,2,4,0,0,6,0,0,0,0,0,0,0,0,0
1970.92,1,1,52,4,3,1,0,0,4,0,0,1,1,0,0,0,0,0
1970.92,1,1,53,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,54,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,55,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,56,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,57,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,58,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,59,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0
1970.92,1,1,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,61,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,62,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0
1970.92,1,1,63,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1970.92,1,1,64,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0
1970.92,1,1,65,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1970.92,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,69,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1970.92,1,1,70,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1970.92,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,72,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,76,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,79,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1970.92,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,83,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,90,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1970.92,1,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.92,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,16,4,0,3,1,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,18,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,0,19,5,0,3,1,1,5,0,0,0,0,0,0,0,0,0
1971.42,1,0,20,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,0,21,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,22,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,23,5,4,1,0,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,0,24,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,0,25,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,26,8,3,5,0,0,8,0,0,0,0,0,0,0,0,0
1971.42,1,0,27,7,2,5,0,0,7,0,0,0,0,0,0,0,0,0
1971.42,1,0,28,11,0,9,2,0,11,0,0,0,0,0,0,0,0,0
1971.42,1,0,29,8,3,4,1,0,8,0,0,0,0,0,0,0,0,0
1971.42,1,0,30,7,5,2,0,0,7,0,0,0,0,0,0,0,0,0
1971.42,1,0,31,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,0,32,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,0,33,7,3,4,0,0,7,0,0,2,2,0,0,0,0,0
1971.42,1,0,34,5,3,2,0,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,0,35,5,1,3,1,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,0,36,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0
1971.42,1,0,37,4,2,2,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,0,38,4,2,2,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,0,39,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,0,40,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,0,41,4,1,2,1,0,4,0,0,1,1,0,0,0,0,0
1971.42,1,0,42,5,3,1,1,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,0,43,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,44,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,0,45,5,1,1,3,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,0,46,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,0,47,5,3,2,0,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,0,48,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,49,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,0,50,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,51,8,6,2,0,0,8,0,0,0,0,0,0,0,0,0
1971.42,1,0,52,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,53,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,55,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,57,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,58,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1971.42,1,0,59,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,60,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,61,5,4,1,0,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,0,62,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,63,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,65,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,66,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,67,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,68,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,69,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,70,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1971.42,1,0,71,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,74,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,77,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,78,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,81,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,83,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,0,84,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,86,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,88,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,92,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,0,99,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,13,6,0,3,2,1,6,0,0,0,0,0,0,0,0,0
1971.42,1,1,14,4,1,1,2,0,4,0,0,1,1,0,0,0,0,0
1971.42,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,18,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,1,19,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,20,4,1,3,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,21,4,1,2,1,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,22,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,23,4,1,3,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,24,5,2,2,1,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,1,25,5,2,3,0,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,1,26,5,2,2,1,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,1,27,6,1,3,1,1,6,0,0,0,0,0,0,0,0,0
1971.42,1,1,28,10,4,3,3,0,10,0,0,0,0,0,0,0,0,0
1971.42,1,1,29,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,30,7,3,1,2,1,7,0,0,0,0,0,0,0,0,0
1971.42,1,1,31,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,32,4,2,0,2,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,33,4,1,2,1,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,34,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,35,8,5,3,0,0,8,0,0,0,0,0,0,0,0,0
1971.42,1,1,36,6,3,1,2,0,6,0,0,0,0,0,0,0,0,0
1971.42,1,1,37,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0
1971.42,1,1,38,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,39,7,4,3,0,0,7,0,0,0,0,0,0,0,0,0
1971.42,1,1,40,4,1,3,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,41,4,3,0,1,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,42,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0
1971.42,1,1,43,9,6,2,1,0,9,0,0,0,0,0,0,0,0,0
1971.42,1,1,44,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,1,45,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,46,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,47,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,1,48,2,2,0,0,0,2,0,0,2,2,0,0,0,0,0
1971.42,1,1,49,7,4,2,1,0,7,0,0,0,0,0,0,0,0,0
1971.42,1,1,50,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,51,8,4,4,0,0,8,0,0,0,0,0,0,0,0,0
1971.42,1,1,52,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,53,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,54,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,56,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,57,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,1,58,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,59,3,3,0,0,0,3,0,0,1,1,0,0,0,0,0
1971.42,1,1,60,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,1,61,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,62,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,63,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,64,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0
1971.42,1,1,65,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0
1971.42,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,69,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,70,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1971.42,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,72,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,77,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,80,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1971.42,1,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,83,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,90,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.42,1,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.42,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1971.92,1,0,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.92,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,17,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0
1971.92,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.92,1,0,19,4,1,2,1,0,4,0,0,0,0,0,0,0,0,0
1971.92,1,0,20,7,0,4,2,1,7,0,0,0,0,0,0,0,0,0
1971.92,1,0,21,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1971.92,1,0,22,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1971.92,1,0,23,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1971.92,1,0,24,6,3,2,1,0,6,0,0,0,0,0,0,0,0,0
1971.92,1,0,25,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1971.92,1,0,26,4,2,2,0,0,4,0,0,0,0,0,0,0,0,0
1971.92,1,0,27,8,2,6,0,0,8,0,0,0,0,0,0,0,0,0
1971.92,1,0,28,7,1,5,1,0,7,0,0,1,1,0,0,0,0,0
1971.92,1,0,29,10,3,6,1,0,10,0,0,1,1,0,0,0,0,0
1971.92,1,0,30,7,6,1,0,0,7,0,0,0,0,0,0,0,0,0
1971.92,1,0,31,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1971.92,1,0,32,5,4,1,0,0,5,0,0,0,0,0,0,0,0,0
1971.92,1,0,33,5,2,3,0,0,5,0,0,0,0,0,0,0,0,0
1971.92,1,0,34,6,4,2,0,0,6,0,0,0,0,0,0,0,0,0
1971.92,1,0,35,5,2,3,0,0,5,0,0,0,0,0,0,0,0,0
1971.92,1,0,36,7,4,3,0,0,7,0,0,0,0,0,0,0,0,0
1971.92,1,0,37,4,3,1,0,0,4,0,0,1,1,0,0,0,0,0
1971.92,1,0,38,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0
1971.92,1,0,39,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0
