Time,NodeID,Species,MicrosporidiaStrain,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
206,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
207,340461476,SillySkeeter,NoMicrosporidia,10119,1173,2311,6635,13614,13562,81929,384560
207,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
207,340461476,SillySkeeter,Strain_B,0,0,0,0,1,0,0,0
207,340461476,SillySkeeter2,NoMicrosporidia,10148,1114,2377,6657,13570,13511,82360,393720
207,340461476,SillySkeeter2,Strain_C,0,0,0,0,14,0,0,0
207,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
208,340461476,SillySkeeter,NoMicrosporidia,10051,1156,2290,6605,13589,13607,82027,382040
208,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
208,340461476,SillySkeeter,Strain_B,0,0,0,0,1,0,0,0
208,340461476,SillySkeeter2,NoMicrosporidia,10167,1123,2378,6666,13567,13523,82115,379240
208,340461476,SillySkeeter2,Strain_C,0,0,0,0,10,0,0,0
208,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
209,340461476,SillySkeeter,NoMicrosporidia,10136,1197,2281,6658,13632,13335,82227,383840
209,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
209,340461476,SillySkeeter,Strain_B,0,0,0,0,1,0,0,0
209,340461476,SillySkeeter2,NoMicrosporidia,10172,1119,2414,6639,13510,13544,82138,376800
209,340461476,SillySkeeter2,Strain_C,0,0,0,0,10,0,0,0
209,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
210,340461476,SillySkeeter,NoMicrosporidia,10149,1191,2322,6636,13667,13376,82121,382200
210,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
210,340461476,SillySkeeter,Strain_B,0,0,0,0,1,0,0,0
210,340461476,SillySkeeter2,NoMicrosporidia,10113,1104,2371,6638,13498,13509,82200,373640
210,340461476,SillySkeeter2,Strain_C,0,0,0,0,8,0,0,0
210,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
211,340461476,SillySkeeter,NoMicrosporidia,10162,1140,2368,6654,13631,13465,82004,384760
211,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
211,340461476,SillySkeeter,Strain_B,0,0,0,0,1,0,0,0
211,340461476,SillySkeeter2,NoMicrosporidia,10104,1100,2388,6616,13459,13473,81994,382120
211,340461476,SillySkeeter2,Strain_C,0,0,0,0,7,0,0,0
211,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
212,340461476,SillySkeeter,NoMicrosporidia,10226,1136,2414,6676,13670,13336,81979,379160
212,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
212,340461476,SillySkeeter,Strain_B,0,0,0,0,1,0,0,0
212,340461476,SillySkeeter2,NoMicrosporidia,10044,1089,2380,6575,13551,13415,82052,378080
212,340461476,SillySkeeter2,Strain_C,0,0,0,0,7,0,0,0
212,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
213,340461476,SillySkeeter,NoMicrosporidia,10205,1132,2430,6643,13640,13527,82097,387960
213,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
213,340461476,SillySkeeter,Strain_B,0,0,0,0,1,0,0,0
213,340461476,SillySkeeter2,NoMicrosporidia,10065,1120,2351,6594,13546,13483,81969,371840
213,340461476,SillySkeeter2,Strain_C,0,0,0,0,5,0,0,0
213,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
214,340461476,SillySkeeter,NoMicrosporidia,10178,1176,2416,6586,13748,13570,82046,395000
214,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
214,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
214,340461476,SillySkeeter2,NoMicrosporidia,10050,1093,2334,6623,13571,13576,82252,384320
214,340461476,SillySkeeter2,Strain_C,0,0,0,0,5,0,0,0
214,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
215,340461476,SillySkeeter,NoMicrosporidia,10274,1175,2419,6680,13732,13503,82169,367880
215,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
215,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
215,340461476,SillySkeeter2,NoMicrosporidia,10095,1122,2324,6649,13582,13678,81892,366400
215,340461476,SillySkeeter2,Strain_C,0,0,0,0,5,0,0,0
215,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
216,340461476,SillySkeeter,NoMicrosporidia,10144,1147,2418,6579,13658,13690,81888,402520
216,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
216,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
216,340461476,SillySkeeter2,NoMicrosporidia,10050,1120,2309,6621,13600,13717,81970,383720
216,340461476,SillySkeeter2,Strain_C,0,0,0,0,3,0,0,0
216,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
217,340461476,SillySkeeter,NoMicrosporidia,10170,1160,2389,6621,13609,13657,81882,382120
217,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
217,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
217,340461476,SillySkeeter2,NoMicrosporidia,10066,1137,2307,6622,13625,13587,82021,379440
217,340461476,SillySkeeter2,Strain_C,0,0,0,0,3,0,0,0
217,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
218,340461476,SillySkeeter,NoMicrosporidia,10198,1159,2368,6671,13633,13591,82067,373280
218,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
218,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
218,340461476,SillySkeeter2,NoMicrosporidia,10057,1132,2313,6612,13665,13620,81835,388040
218,340461476,SillySkeeter2,Strain_C,0,0,0,0,3,0,0,0
218,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
219,340461476,SillySkeeter,NoMicrosporidia,10168,1167,2360,6641,13627,13752,81872,387920
219,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
219,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
219,340461476,SillySkeeter2,NoMicrosporidia,10123,1186,2285,6652,13686,13499,82113,381200
219,340461476,SillySkeeter2,Strain_C,0,0,0,0,3,0,0,0
219,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
220,340461476,SillySkeeter,NoMicrosporidia,10227,1172,2332,6723,13693,13612,81846,393080
220,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
220,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
220,340461476,SillySkeeter2,NoMicrosporidia,10217,1170,2292,6755,13626,13416,81968,362720
220,340461476,SillySkeeter2,Strain_C,0,0,0,0,3,0,0,0
220,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
221,340461476,SillySkeeter,NoMicrosporidia,10232,1155,2332,6745,13772,13599,81884,384240
221,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
221,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
221,340461476,SillySkeeter2,NoMicrosporidia,10260,1156,2301,6803,13628,13412,82075,396080
221,340461476,SillySkeeter2,Strain_C,0,0,0,0,3,0,0,0
221,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
222,340461476,SillySkeeter,NoMicrosporidia,10228,1179,2324,6725,13745,13478,82305,388560
222,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
222,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
222,340461476,SillySkeeter2,NoMicrosporidia,10240,1181,2322,6737,13660,13454,81936,398400
222,340461476,SillySkeeter2,Strain_C,0,0,0,0,3,0,0,0
222,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
223,340461476,SillySkeeter,NoMicrosporidia,10247,1165,2299,6783,13786,13364,82400,377920
223,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
223,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
223,340461476,SillySkeeter2,NoMicrosporidia,10257,1161,2369,6727,13706,13412,82154,373600
223,340461476,SillySkeeter2,Strain_C,0,0,0,0,2,0,0,0
223,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
224,340461476,SillySkeeter,NoMicrosporidia,10191,1143,2320,6728,13786,13394,81921,397080
224,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
224,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
224,340461476,SillySkeeter2,NoMicrosporidia,10155,1137,2396,6622,13779,13443,81894,383840
224,340461476,SillySkeeter2,Strain_C,0,0,0,0,2,0,0,0
224,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
225,340461476,SillySkeeter,NoMicrosporidia,10177,1110,2340,6727,13865,13230,82214,382880
225,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
225,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
225,340461476,SillySkeeter2,NoMicrosporidia,10143,1124,2406,6613,13832,13410,81955,393520
225,340461476,SillySkeeter2,Strain_C,0,0,0,0,2,0,0,0
225,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
226,340461476,SillySkeeter,NoMicrosporidia,10078,1108,2351,6619,13830,13460,82171,369120
226,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
226,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
226,340461476,SillySkeeter2,NoMicrosporidia,10106,1144,2443,6519,13863,13407,82171,393120
226,340461476,SillySkeeter2,Strain_C,0,0,0,0,2,0,0,0
226,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
227,340461476,SillySkeeter,NoMicrosporidia,9996,1094,2326,6576,13839,13447,82051,395000
227,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
227,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
227,340461476,SillySkeeter2,NoMicrosporidia,10097,1164,2357,6576,13787,13523,82005,376200
227,340461476,SillySkeeter2,Strain_C,0,0,0,0,2,0,0,0
227,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
228,340461476,SillySkeeter,NoMicrosporidia,10086,1090,2333,6663,13812,13377,82098,386000
228,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
228,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
228,340461476,SillySkeeter2,NoMicrosporidia,10092,1184,2368,6540,13810,13478,82100,373280
228,340461476,SillySkeeter2,Strain_C,0,0,0,0,2,0,0,0
228,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
229,340461476,SillySkeeter,NoMicrosporidia,10059,1100,2353,6606,13748,13572,81834,372840
229,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
229,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
229,340461476,SillySkeeter2,NoMicrosporidia,10061,1183,2369,6509,13921,13455,82166,389640
229,340461476,SillySkeeter2,Strain_C,0,0,0,0,2,0,0,0
229,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
230,340461476,SillySkeeter,NoMicrosporidia,10106,1109,2320,6677,13764,13390,82230,378800
230,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
230,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
230,340461476,SillySkeeter2,NoMicrosporidia,10081,1203,2347,6531,13827,13519,82128,383000
230,340461476,SillySkeeter2,Strain_C,0,0,0,0,1,0,0,0
230,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
231,340461476,SillySkeeter,NoMicrosporidia,10025,1116,2336,6573,13745,13419,82259,385560
231,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
231,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
231,340461476,SillySkeeter2,NoMicrosporidia,10109,1202,2336,6571,13770,13496,82034,380920
231,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
231,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
232,340461476,SillySkeeter,NoMicrosporidia,9963,1142,2313,6508,13766,13425,82052,378120
232,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
232,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
232,340461476,SillySkeeter2,NoMicrosporidia,10045,1204,2322,6519,13752,13681,82094,385000
232,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
232,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
233,340461476,SillySkeeter,NoMicrosporidia,9991,1142,2334,6515,13720,13474,81872,380840
233,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
233,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
233,340461476,SillySkeeter2,NoMicrosporidia,9990,1220,2259,6511,13774,13543,82237,369680
233,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
233,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
234,340461476,SillySkeeter,NoMicrosporidia,9954,1154,2394,6406,13695,13557,82180,372520
234,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
234,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
234,340461476,SillySkeeter2,NoMicrosporidia,10026,1224,2235,6567,13738,13502,81804,379040
234,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
234,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
235,340461476,SillySkeeter,NoMicrosporidia,9954,1151,2350,6453,13590,13429,82173,374120
235,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
235,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
235,340461476,SillySkeeter2,NoMicrosporidia,10023,1192,2273,6558,13753,13498,82071,372200
235,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
235,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
236,340461476,SillySkeeter,NoMicrosporidia,9991,1141,2384,6466,13638,13437,82184,371880
236,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
236,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
236,340461476,SillySkeeter2,NoMicrosporidia,10077,1205,2306,6566,13873,13518,82002,379600
236,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
236,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
237,340461476,SillySkeeter,NoMicrosporidia,9983,1133,2373,6477,13653,13399,81970,381120
237,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
237,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
237,340461476,SillySkeeter2,NoMicrosporidia,10094,1192,2362,6540,13781,13534,82196,380640
237,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
237,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
238,340461476,SillySkeeter,NoMicrosporidia,10073,1167,2329,6577,13583,13288,81998,371160
238,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
238,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
238,340461476,SillySkeeter2,NoMicrosporidia,10141,1215,2341,6585,13749,13386,82037,378480
238,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
238,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
239,340461476,SillySkeeter,NoMicrosporidia,10050,1170,2337,6543,13608,13539,81717,366360
239,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
239,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
239,340461476,SillySkeeter2,NoMicrosporidia,10224,1215,2353,6656,13630,13402,82175,377120
239,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
239,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
240,340461476,SillySkeeter,NoMicrosporidia,10056,1159,2310,6587,13620,13623,81889,390440
240,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
240,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
240,340461476,SillySkeeter2,NoMicrosporidia,10253,1189,2402,6662,13683,13463,81897,382400
240,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
240,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
241,340461476,SillySkeeter,NoMicrosporidia,10035,1158,2327,6550,13625,13838,82144,379080
241,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
241,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
241,340461476,SillySkeeter2,NoMicrosporidia,10258,1184,2407,6667,13607,13456,82209,400720
241,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
241,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
242,340461476,SillySkeeter,NoMicrosporidia,10086,1142,2358,6586,13623,13730,82145,379640
242,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
242,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
242,340461476,SillySkeeter2,NoMicrosporidia,10285,1215,2416,6654,13476,13479,82163,388480
242,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
242,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
243,340461476,SillySkeeter,NoMicrosporidia,10073,1141,2351,6581,13813,13561,82261,384800
243,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
243,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
243,340461476,SillySkeeter2,NoMicrosporidia,10272,1225,2329,6718,13459,13456,82147,371680
243,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
243,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
244,340461476,SillySkeeter,NoMicrosporidia,10078,1148,2314,6616,13898,13492,82096,373520
244,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
244,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
244,340461476,SillySkeeter2,NoMicrosporidia,10142,1208,2314,6620,13515,13560,81952,394520
244,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
244,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
245,340461476,SillySkeeter,NoMicrosporidia,10147,1146,2363,6638,14011,13455,81625,385000
245,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
245,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
245,340461476,SillySkeeter2,NoMicrosporidia,10144,1170,2286,6688,13506,13481,82184,394000
245,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
245,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
246,340461476,SillySkeeter,NoMicrosporidia,10146,1126,2398,6622,13976,13435,82111,374160
246,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
246,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
246,340461476,SillySkeeter2,NoMicrosporidia,10160,1159,2296,6705,13470,13552,81817,379880
246,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
246,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
247,340461476,SillySkeeter,NoMicrosporidia,10171,1140,2380,6651,13910,13484,81993,381640
247,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
247,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
247,340461476,SillySkeeter2,NoMicrosporidia,10190,1166,2305,6719,13508,13537,81977,377960
247,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
247,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
248,340461476,SillySkeeter,NoMicrosporidia,10148,1156,2392,6600,13879,13447,82097,391520
248,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
248,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
248,340461476,SillySkeeter2,NoMicrosporidia,10150,1200,2258,6692,13597,13472,81994,375800
248,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
248,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
249,340461476,SillySkeeter,NoMicrosporidia,10239,1177,2381,6681,13928,13278,82368,379560
249,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
249,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
249,340461476,SillySkeeter2,NoMicrosporidia,10207,1182,2325,6700,13576,13378,82047,396280
249,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
249,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
250,340461476,SillySkeeter,NoMicrosporidia,10196,1147,2403,6646,13880,13301,82228,393160
250,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
250,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
250,340461476,SillySkeeter2,NoMicrosporidia,10221,1185,2344,6692,13643,13483,81919,382000
250,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
250,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
251,340461476,SillySkeeter,NoMicrosporidia,10183,1158,2397,6628,13867,13519,81711,380520
251,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
251,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
251,340461476,SillySkeeter2,NoMicrosporidia,10200,1177,2404,6619,13674,13610,81933,379320
251,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
251,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
252,340461476,SillySkeeter,NoMicrosporidia,10125,1146,2410,6569,13820,13652,81897,386440
252,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
252,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
252,340461476,SillySkeeter2,NoMicrosporidia,10347,1197,2414,6736,13648,13622,81902,392080
252,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
252,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
253,340461476,SillySkeeter,NoMicrosporidia,10173,1169,2390,6614,13710,13607,82012,395400
253,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
253,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
253,340461476,SillySkeeter2,NoMicrosporidia,10346,1178,2468,6700,13570,13561,82226,392320
253,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
253,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
254,340461476,SillySkeeter,NoMicrosporidia,10210,1206,2418,6586,13702,13654,82219,387360
254,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
254,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
254,340461476,SillySkeeter2,NoMicrosporidia,10410,1150,2511,6749,13650,13589,82142,392080
254,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
254,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
255,340461476,SillySkeeter,NoMicrosporidia,10257,1191,2392,6674,13768,13440,82065,379240
255,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
255,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
255,340461476,SillySkeeter2,NoMicrosporidia,10423,1179,2467,6777,13626,13476,81848,392320
255,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
255,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
256,340461476,SillySkeeter,NoMicrosporidia,10250,1196,2409,6645,13834,13361,82064,383960
256,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
256,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
256,340461476,SillySkeeter2,NoMicrosporidia,10287,1167,2439,6681,13684,13484,82028,383600
256,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
256,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
257,340461476,SillySkeeter,NoMicrosporidia,10223,1196,2425,6602,13797,13572,81755,389160
257,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
257,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
257,340461476,SillySkeeter2,NoMicrosporidia,10252,1173,2429,6650,13672,13454,82029,381280
257,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
257,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
258,340461476,SillySkeeter,NoMicrosporidia,10198,1187,2447,6564,13824,13445,82307,374560
258,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
258,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
258,340461476,SillySkeeter2,NoMicrosporidia,10279,1170,2439,6670,13673,13369,82016,395040
258,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
258,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
259,340461476,SillySkeeter,NoMicrosporidia,10227,1190,2501,6536,13748,13471,82114,382880
259,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
259,340461476,SillySkeeter,Strain_B,0,0,0,0,0,0,0,0
259,340461476,SillySkeeter2,NoMicrosporidia,10253,1166,2406,6681,13645,13520,81989,386720
259,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
259,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
