Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
108,1,a0.b0,97398,14630,6.6702
108,1,a1.b1,0,0,0
109,1,X,97324,14554,6.68517
109,1,Y,0,0,0
109,1,a0,97324,14554,6.68517
109,1,a1,0,0,0
109,1,b0,97324,14554,6.68517
109,1,b1,0,0,0
109,1,a0.b0,97324,14554,6.68517
109,1,a1.b1,0,0,0
110,1,X,97508,14460,6.69737
110,1,Y,0,0,0
110,1,a0,97508,14460,6.69737
110,1,a1,0,0,0
110,1,b0,97508,14460,6.69737
110,1,b1,0,0,0
110,1,a0.b0,97508,14460,6.69737
110,1,a1.b1,0,0,0
111,1,X,97443,14732,6.5972
111,1,Y,0,0,0
111,1,a0,97443,14732,6.5972
111,1,a1,0,0,0
111,1,b0,97443,14732,6.5972
111,1,b1,0,0,0
111,1,a0.b0,97443,14732,6.5972
111,1,a1.b1,0,0,0
112,1,X,97602,14507,6.73764
112,1,Y,0,0,0
112,1,a0,97602,14507,6.73764
112,1,a1,0,0,0
112,1,b0,97602,14507,6.73764
112,1,b1,0,0,0
112,1,a0.b0,97602,14507,6.73764
112,1,a1.b1,0,0,0
113,1,X,97506,14574,6.69322
113,1,Y,0,0,0
113,1,a0,97506,14574,6.69322
113,1,a1,0,0,0
113,1,b0,97506,14574,6.69322
113,1,b1,0,0,0
113,1,a0.b0,97506,14574,6.69322
113,1,a1.b1,0,0,0
114,1,X,97486,14605,6.666
114,1,Y,0,0,0
114,1,a0,97486,14605,6.666
114,1,a1,0,0,0
114,1,b0,97486,14605,6.666
114,1,b1,0,0,0
114,1,a0.b0,97486,14605,6.666
114,1,a1.b1,0,0,0
115,1,X,97555,14531,6.70972
115,1,Y,0,0,0
115,1,a0,97555,14531,6.70972
115,1,a1,0,0,0
115,1,b0,97555,14531,6.70972
115,1,b1,0,0,0
115,1,a0.b0,97555,14531,6.70972
115,1,a1.b1,0,0,0
116,1,X,97681,14589,6.68648
116,1,Y,0,0,0
116,1,a0,97681,14589,6.68648
116,1,a1,0,0,0
116,1,b0,97681,14589,6.68648
116,1,b1,0,0,0
116,1,a0.b0,97681,14589,6.68648
116,1,a1.b1,0,0,0
117,1,X,97715,14636,6.64512
117,1,Y,0,0,0
117,1,a0,97715,14636,6.64512
117,1,a1,0,0,0
117,1,b0,97715,14636,6.64512
117,1,b1,0,0,0
117,1,a0.b0,97715,14636,6.64512
117,1,a1.b1,0,0,0
118,1,X,97555,14763,6.68001
118,1,Y,0,0,0
118,1,a0,97555,14763,6.68001
118,1,a1,0,0,0
118,1,b0,97555,14763,6.68001
118,1,b1,0,0,0
118,1,a0.b0,97555,14763,6.68001
118,1,a1.b1,0,0,0
119,1,X,97758,14666,6.58748
119,1,Y,0,0,0
119,1,a0,97758,14666,6.58748
119,1,a1,0,0,0
119,1,b0,97758,14666,6.58748
119,1,b1,0,0,0
119,1,a0.b0,97758,14666,6.58748
119,1,a1.b1,0,0,0
120,1,X,97796,14595,6.68359
120,1,Y,0,0,0
120,1,a0,97796,14595,6.68359
120,1,a1,0,0,0
120,1,b0,97796,14595,6.68359
120,1,b1,0,0,0
120,1,a0.b0,97796,14595,6.68359
120,1,a1.b1,0,0,0
121,1,X,97474,14801,6.72678
121,1,Y,0,0,0
121,1,a0,97474,14801,6.72678
121,1,a1,0,0,0
121,1,b0,97474,14801,6.72678
121,1,b1,0,0,0
121,1,a0.b0,97474,14801,6.72678
121,1,a1.b1,0,0,0
122,1,X,97891,14321,6.68752
122,1,Y,0,0,0
122,1,a0,97891,14321,6.68752
122,1,a1,0,0,0
122,1,b0,97891,14321,6.68752
122,1,b1,0,0,0
122,1,a0.b0,97891,14321,6.68752
122,1,a1.b1,0,0,0
123,1,X,97504,14802,6.56242
123,1,Y,0,0,0
123,1,a0,97504,14802,6.56242
123,1,a1,0,0,0
123,1,b0,97504,14802,6.56242
123,1,b1,0,0,0
123,1,a0.b0,97504,14802,6.56242
123,1,a1.b1,0,0,0
124,1,X,97501,14613,6.62547
124,1,Y,0,0,0
124,1,a0,97501,14613,6.62547
124,1,a1,0,0,0
124,1,b0,97501,14613,6.62547
124,1,b1,0,0,0
124,1,a0.b0,97501,14613,6.62547
124,1,a1.b1,0,0,0
125,1,X,97514,14655,6.66182
125,1,Y,0,0,0
125,1,a0,97514,14655,6.66182
125,1,a1,0,0,0
125,1,b0,97514,14655,6.66182
125,1,b1,0,0,0
125,1,a0.b0,97514,14655,6.66182
125,1,a1.b1,0,0,0
126,1,X,97338,14725,6.68312
126,1,Y,0,0,0
126,1,a0,97338,14725,6.68312
126,1,a1,444,0,0
126,1,b0,97338,14725,6.68312
126,1,b1,444,0,0
126,1,a0.b0,97338,14725,6.68312
126,1,a1.b1,444,0,0
127,1,X,97045,14738,6.76367
127,1,Y,0,0,0
127,1,a0,97045,14738,6.76367
127,1,a1,729,81,1
127,1,b0,97045,14738,6.76367
127,1,b1,729,81,1
127,1,a0.b0,97045,14738,6.76367
127,1,a1.b1,729,81,1
128,1,X,97270,14310,6.65556
128,1,Y,0,0,0
128,1,a0,97270,14310,6.65556
128,1,a1,968,96,1.36458
128,1,b0,97270,14310,6.65556
128,1,b1,968,96,1.36458
128,1,a0.b0,97270,14310,6.65556
128,1,a1.b1,968,96,1.36458
129,1,X,97194,14672,6.67803
129,1,Y,0,0,0
129,1,a0,97194,14672,6.67803
129,1,a1,1407,122,1.59836
129,1,b0,97194,14672,6.67803
129,1,b1,1407,122,1.59836
129,1,a0.b0,97194,14672,6.67803
129,1,a1.b1,1407,122,1.59836
130,1,X,97356,14558,6.70284
130,1,Y,0,0,0
130,1,a0,97356,14558,6.70284
130,1,a1,1663,248,2.05645
130,1,b0,97356,14558,6.70284
130,1,b1,1663,248,2.05645
130,1,a0.b0,97356,14558,6.70284
130,1,a1.b1,1663,248,2.05645
131,1,X,97632,14498,6.61926
131,1,Y,0,0,0
131,1,a0,97632,14498,6.61926
131,1,a1,1885,249,2.4257
131,1,b0,97632,14498,6.61926
131,1,b1,1885,249,2.4257
131,1,a0.b0,97632,14498,6.61926
131,1,a1.b1,1885,249,2.4257
132,1,X,97839,14531,6.61758
132,1,Y,0,0,0
132,1,a0,97839,14531,6.61758
132,1,a1,2219,253,2.74704
132,1,b0,97839,14531,6.61758
132,1,b1,2219,253,2.74704
132,1,a0.b0,97839,14531,6.61758
132,1,a1.b1,2219,253,2.74704
133,1,X,97790,14806,6.76895
133,1,Y,0,0,0
133,1,a0,97790,14806,6.76895
133,1,a1,2358,338,3.2071
133,1,b0,97790,14806,6.76895
133,1,b1,2358,338,3.2071
133,1,a0.b0,97790,14806,6.76895
133,1,a1.b1,2358,338,3.2071
134,1,X,97961,14503,6.68917
134,1,Y,0,0,0
134,1,a0,97961,14503,6.68917
134,1,a1,2503,324,3.56481
134,1,b0,97961,14503,6.68917
134,1,b1,2503,324,3.56481
134,1,a0.b0,97961,14503,6.68917
134,1,a1.b1,2503,324,3.56481
135,1,X,97929,14631,6.65197
135,1,Y,0,0,0
135,1,a0,97929,14631,6.65197
135,1,a1,2649,323,3.84211
135,1,b0,97929,14631,6.65197
135,1,b1,2649,323,3.84211
135,1,a0.b0,97929,14631,6.65197
135,1,a1.b1,2649,323,3.84211
136,1,X,97763,14733,6.678
136,1,Y,0,0,0
136,1,a0,97763,14733,6.678
136,1,a1,2683,364,4.19231
136,1,b0,97763,14733,6.678
136,1,b1,2683,364,4.19231
136,1,a0.b0,97763,14733,6.678
136,1,a1.b1,2683,364,4.19231
137,1,X,97652,14616,6.69745
137,1,Y,0,0,0
137,1,a0,97652,14616,6.69745
137,1,a1,2697,374,4.75668
137,1,b0,97652,14616,6.69745
137,1,b1,2697,374,4.75668
137,1,a0.b0,97652,14616,6.69745
137,1,a1.b1,2697,374,4.75668
138,1,X,97676,14611,6.70707
138,1,Y,0,0,0
138,1,a0,97676,14611,6.70707
138,1,a1,2704,381,4.73228
138,1,b0,97676,14611,6.70707
138,1,b1,2704,381,4.73228
138,1,a0.b0,97676,14611,6.70707
138,1,a1.b1,2704,381,4.73228
139,1,X,97461,14770,6.73494
139,1,Y,0,0,0
139,1,a0,97461,14770,6.73494
139,1,a1,2570,417,5.55396
139,1,b0,97461,14770,6.73494
139,1,b1,2570,417,5.55396
139,1,a0.b0,97461,14770,6.73494
139,1,a1.b1,2570,417,5.55396
140,1,X,97546,14611,6.6968
140,1,Y,0,0,0
140,1,a0,97546,14611,6.6968
140,1,a1,2517,372,5.66129
140,1,b0,97546,14611,6.6968
140,1,b1,2517,372,5.66129
140,1,a0.b0,97546,14611,6.6968
140,1,a1.b1,2517,372,5.66129
141,1,X,97526,14549,6.60746
141,1,Y,0,0,0
141,1,a0,97526,14549,6.60746
141,1,a1,2369,385,5.8961
141,1,b0,97526,14549,6.60746
141,1,b1,2369,385,5.8961
141,1,a0.b0,97526,14549,6.60746
141,1,a1.b1,2369,385,5.8961
142,1,X,97259,14727,6.68677
142,1,Y,0,0,0
142,1,a0,97259,14727,6.68677
142,1,a1,2253,352,6.26136
142,1,b0,97259,14727,6.68677
142,1,b1,2253,352,6.26136
142,1,a0.b0,97259,14727,6.68677
142,1,a1.b1,2253,352,6.26136
143,1,X,97360,14616,6.71141
143,1,Y,0,0,0
143,1,a0,97360,14616,6.71141
143,1,a1,2114,354,7.13559
143,1,b0,97360,14616,6.71141
143,1,b1,2114,354,7.13559
143,1,a0.b0,97360,14616,6.71141
143,1,a1.b1,2114,354,7.13559
144,1,X,97185,14729,6.64777
144,1,Y,0,0,0
144,1,a0,97185,14729,6.64777
144,1,a1,1949,334,6.76048
144,1,b0,97185,14729,6.64777
144,1,b1,1949,334,6.76048
144,1,a0.b0,97185,14729,6.64777
144,1,a1.b1,1949,334,6.76048
145,1,X,97153,14592,6.69566
145,1,Y,0,0,0
145,1,a0,97153,14592,6.69566
145,1,a1,1799,304,7.83553
145,1,b0,97153,14592,6.69566
145,1,b1,1799,304,7.83553
145,1,a0.b0,97153,14592,6.69566
145,1,a1.b1,1799,304,7.83553
146,1,X,97052,14470,6.64706
146,1,Y,0,0,0
146,1,a0,97052,14470,6.64706
146,1,a1,1673,285,8
146,1,b0,97052,14470,6.64706
146,1,b1,1673,285,8
146,1,a0.b0,97052,14470,6.64706
146,1,a1.b1,1673,285,8
147,1,X,97500,14423,6.69985
147,1,Y,0,0,0
147,1,a0,97500,14423,6.69985
147,1,a1,1518,274,8
147,1,b0,97500,14423,6.69985
147,1,b1,1518,274,8
147,1,a0.b0,97500,14423,6.69985
147,1,a1.b1,1518,274,8
148,1,X,97489,14664,6.54589
148,1,Y,0,0,0
148,1,a0,97489,14664,6.54589
148,1,a1,1374,244,9.01639
148,1,b0,97489,14664,6.54589
148,1,b1,1374,244,9.01639
148,1,a0.b0,97489,14664,6.54589
148,1,a1.b1,1374,244,9.01639
149,1,X,97454,14630,6.67505
149,1,Y,0,0,0
149,1,a0,97454,14630,6.67505
149,1,a1,1271,189,9.14286
149,1,b0,97454,14630,6.67505
149,1,b1,1271,189,9.14286
149,1,a0.b0,97454,14630,6.67505
149,1,a1.b1,1271,189,9.14286
150,1,X,97262,14831,6.66752
150,1,Y,0,0,0
150,1,a0,97262,14831,6.66752
150,1,a1,1154,180,9.65556
150,1,b0,97262,14831,6.66752
150,1,b1,1154,180,9.65556
150,1,a0.b0,97262,14831,6.66752
150,1,a1.b1,1154,180,9.65556
151,1,X,97042,14801,6.60226
151,1,Y,0,0,0
151,1,a0,97042,14801,6.60226
151,1,a1,1050,171,10.2164
151,1,b0,97042,14801,6.60226
151,1,b1,1050,171,10.2164
151,1,a0.b0,97042,14801,6.60226
151,1,a1.b1,1050,171,10.2164
152,1,X,96946,14517,6.67273
152,1,Y,0,0,0
152,1,a0,96945,14517,6.67273
152,1,a1,1160,154,10.3052
152,1,b0,96945,14517,6.67273
152,1,b1,1153,154,10.3052
152,1,a0.b0,96945,14517,6.67273
152,1,a1.b1,1143,154,10.3052
153,1,X,97227,14315,6.64059
153,1,Y,0,0,0
153,1,a0,97226,14315,6.64059
153,1,a1,1207,207,8.66184
153,1,b0,97226,14315,6.64059
153,1,b1,1200,206,8.69903
153,1,a0.b0,97226,14315,6.64059
153,1,a1.b1,1184,206,8.69903
154,1,X,97463,14437,6.6049
154,1,Y,0,0,0
154,1,a0,97461,14437,6.6049
154,1,a1,1235,183,8.42623
154,1,b0,97461,14437,6.6049
154,1,b1,1225,182,8.46154
154,1,a0.b0,97461,14437,6.6049
154,1,a1.b1,1205,180,8.53889
155,1,X,97160,14868,6.6592
155,1,Y,0,0,0
155,1,a0,97151,14868,6.6592
155,1,a1,1514,161,7.20497
155,1,b0,97153,14868,6.6592
155,1,b1,1506,156,7.38462
155,1,a0.b0,97151,14868,6.6592
155,1,a1.b1,1473,155,7.4129
156,1,X,96950,14720,6.8017
156,1,Y,0,0,0
156,1,a0,96941,14717,6.80268
156,1,a1,1709,241,6.85477
156,1,b0,96943,14718,6.80228
156,1,b1,1704,240,6.87917
156,1,a0.b0,96941,14717,6.80268
156,1,a1.b1,1662,233,7.01717
157,1,X,96974,14440,6.65173
157,1,Y,0,0,0
157,1,a0,96965,14437,6.6527
157,1,a1,1861,255,5.2
157,1,b0,96965,14438,6.65231
157,1,b1,1858,254,5.1811
157,1,a0.b0,96964,14437,6.6527
157,1,a1.b1,1804,249,5.24498
158,1,X,96907,14500,6.76221
158,1,Y,0,0,0
158,1,a0,96892,14498,6.76286
158,1,a1,2203,264,5.54924
158,1,b0,96892,14498,6.76286
158,1,b1,2212,257,5.607
158,1,a0.b0,96891,14498,6.76286
158,1,a1.b1,2129,252,5.67063
159,1,X,96808,14648,6.6278
159,1,Y,0,0,0
159,1,a0,96793,14644,6.6292
159,1,a1,2408,331,4.71903
159,1,b0,96794,14644,6.6292
159,1,b1,2427,326,4.7546
159,1,a0.b0,96792,14644,6.6292
159,1,a1.b1,2324,317,4.8265
160,1,X,97105,14429,6.64911
160,1,Y,0,0,0
160,1,a0,97086,14427,6.64962
160,1,a1,2650,342,4.30994
160,1,b0,97088,14426,6.64987
160,1,b1,2677,342,4.27778
160,1,a0.b0,97086,14426,6.64987
160,1,a1.b1,2556,329,4.37386
161,1,X,96975,14679,6.6339
161,1,Y,0,0,0
161,1,a0,96954,14676,6.63471
161,1,a1,2944,375,4.74667
161,1,b0,96955,14676,6.63471
161,1,b1,2969,374,4.71658
161,1,a0.b0,96953,14676,6.63471
161,1,a1.b1,2821,360,4.80278
162,1,X,97271,14410,6.74601
162,1,Y,0,0,0
162,1,a0,97246,14405,6.74745
162,1,a1,3159,430,4.61628
162,1,b0,97247,14406,6.74719
162,1,b1,3189,429,4.61305
162,1,a0.b0,97245,14405,6.74745
162,1,a1.b1,3018,412,4.64806
163,1,X,97716,14263,6.68646
163,1,Y,0,0,0
163,1,a0,97680,14260,6.68766
163,1,a1,3352,452,5.00221
163,1,b0,97679,14260,6.68766
163,1,b1,3374,454,4.96916
163,1,a0.b0,97676,14260,6.68766
163,1,a1.b1,3198,433,5.05774
164,1,X,97503,14772,6.662
164,1,Y,0,0,0
164,1,a0,97455,14770,6.66276
164,1,a1,3591,478,4.96234
164,1,b0,97457,14769,6.66301
164,1,b1,3623,474,4.98312
164,1,a0.b0,97451,14769,6.66301
164,1,a1.b1,3435,452,5.06858
165,1,X,97223,14619,6.67576
165,1,Y,0,0,0
165,1,a0,97174,14614,6.67675
165,1,a1,3750,529,4.97354
165,1,b0,97176,14613,6.67714
165,1,b1,3766,540,4.92407
165,1,a0.b0,97170,14613,6.67714
165,1,a1.b1,3577,508,4.95866
166,1,X,97374,14335,6.6
166,1,Y,0,0,0
166,1,a0,97320,14330,6.60119
166,1,a1,3871,560,4.78393
166,1,b0,97324,14330,6.60126
166,1,b1,3878,557,4.79174
166,1,a0.b0,97316,14329,6.60144
166,1,a1.b1,3685,530,4.82642
167,1,X,97213,14659,6.71274
167,1,Y,0,0,0
167,1,a0,97162,14652,6.71362
167,1,a1,3986,550,4.85455
167,1,b0,97163,14655,6.71341
167,1,b1,3995,547,4.93236
167,1,a0.b0,97157,14652,6.71362
167,1,a1.b1,3791,522,4.91188
168,1,X,97069,14609,6.63002
168,1,Y,0,0,0
168,1,a0,97019,14597,6.63191
168,1,a1,3986,616,5.06981
168,1,b0,97015,14600,6.63116
168,1,b1,3984,622,5.08521
168,1,a0.b0,97010,14597,6.63191
168,1,a1.b1,3783,593,5.09949
169,1,X,97080,14584,6.65352
169,1,Y,0,0,0
169,1,a0,97030,14577,6.655
169,1,a1,4062,538,5.37175
169,1,b0,97027,14577,6.655
169,1,b1,4076,529,5.31758
169,1,a0.b0,97021,14577,6.655
169,1,a1.b1,3866,502,5.37052
170,1,X,97356,14312,6.71451
170,1,Y,0,0,0
170,1,a0,97313,14302,6.71535
170,1,a1,4056,584,5.75342
170,1,b0,97310,14301,6.71561
170,1,b1,4060,591,5.8714
170,1,a0.b0,97304,14301,6.71561
170,1,a1.b1,3861,556,5.81835
171,1,X,97408,14610,6.71088
171,1,Y,0,0,0
171,1,a0,97360,14607,6.71069
171,1,a1,3998,628,6.15605
171,1,b0,97357,14606,6.71094
171,1,b1,4000,626,6.28115
171,1,a0.b0,97350,14606,6.71094
171,1,a1.b1,3791,604,6.20033
172,1,X,97677,14490,6.66239
172,1,Y,0,0,0
172,1,a0,97630,14480,6.66222
172,1,a1,3931,599,6.07012
172,1,b0,97629,14478,6.6628
172,1,b1,3936,602,6.01495
172,1,a0.b0,97622,14478,6.6628
172,1,a1.b1,3725,569,6.09139
173,1,X,97766,14481,6.73013
173,1,Y,0,0,0
173,1,a0,97724,14473,6.73115
173,1,a1,3854,569,6.13357
173,1,b0,97723,14474,6.73103
173,1,b1,3869,569,6.20562
173,1,a0.b0,97716,14473,6.73115
173,1,a1.b1,3655,538,6.16729
174,1,X,97707,14701,6.65996
174,1,Y,0,0,0
174,1,a0,97668,14695,6.65934
174,1,a1,3736,567,6.65785
174,1,b0,97666,14696,6.65902
174,1,b1,3734,574,6.5993
174,1,a0.b0,97662,14693,6.65936
174,1,a1.b1,3537,539,6.67347
175,1,X,97665,14602,6.67326
175,1,Y,0,0,0
175,1,a0,97630,14593,6.67306
175,1,a1,3591,583,6.48371
175,1,b0,97627,14594,6.67322
175,1,b1,3596,577,6.58752
175,1,a0.b0,97624,14593,6.67306
175,1,a1.b1,3409,549,6.55009
176,1,X,97629,14698,6.63478
176,1,Y,0,0,0
176,1,a0,97603,14685,6.63466
176,1,a1,3411,552,7.24457
176,1,b0,97600,14684,6.63402
176,1,b1,3425,552,7.23732
176,1,a0.b0,97598,14683,6.63413
176,1,a1.b1,3250,517,7.30754
177,1,X,97535,14695,6.78653
177,1,Y,0,0,0
177,1,a0,97509,14694,6.78685
177,1,a1,3228,518,7.50772
177,1,b0,97505,14694,6.78685
177,1,b1,3236,528,7.48106
177,1,a0.b0,97503,14694,6.78685
177,1,a1.b1,3071,499,7.56313
178,1,X,97442,14640,6.68846
178,1,Y,0,0,0
178,1,a0,97412,14637,6.68798
178,1,a1,3200,483,7.56315
178,1,b0,97408,14638,6.68848
178,1,b1,3211,481,7.61331
178,1,a0.b0,97406,14637,6.68798
178,1,a1.b1,3053,448,7.57589
179,1,X,97570,14428,6.68651
179,1,Y,0,0,0
179,1,a0,97544,14422,6.68805
179,1,a1,3153,483,7.04348
179,1,b0,97540,14422,6.68701
179,1,b1,3142,491,7.05906
179,1,a0.b0,97538,14421,6.6874
179,1,a1.b1,3000,463,7.08423
180,1,X,97359,14713,6.66519
180,1,Y,0,0,0
180,1,a0,97332,14709,6.66483
180,1,a1,3076,488,7.64139
180,1,b0,97330,14708,6.66447
180,1,b1,3070,475,7.56842
180,1,a0.b0,97328,14707,6.66485
180,1,a1.b1,2924,459,7.61002
181,1,X,97145,14670,6.62297
181,1,Y,0,0,0
181,1,a0,97116,14667,6.62317
181,1,a1,3175,437,7.42105
181,1,b0,97114,14667,6.62317
181,1,b1,3165,438,7.52283
181,1,a0.b0,97112,14667,6.62317
181,1,a1.b1,3003,419,7.43437
182,1,X,96993,14557,6.69176
182,1,Y,0,0,0
182,1,a0,96961,14553,6.69209
182,1,a1,3216,485,6.9567
182,1,b0,96960,14553,6.69188
182,1,b1,3186,489,7.17587
182,1,a0.b0,96958,14552,6.69221
182,1,a1.b1,3028,457,7.07659
183,1,X,97041,14474,6.67189
183,1,Y,0,0,0
183,1,a0,97012,14467,6.67201
183,1,a1,3191,496,6.75806
183,1,b0,97011,14467,6.67201
183,1,b1,3161,491,6.76986
183,1,a0.b0,97007,14467,6.67201
183,1,a1.b1,3013,461,6.89805
184,1,X,96986,14629,6.63121
184,1,Y,0,0,0
184,1,a0,96954,14624,6.62972
184,1,a1,3391,517,6.87234
184,1,b0,96953,14624,6.62972
184,1,b1,3353,523,6.77438
184,1,a0.b0,96948,14624,6.62972
184,1,a1.b1,3190,497,6.8169
185,1,X,96931,14778,6.72865
185,1,Y,0,0,0
185,1,a0,96897,14769,6.7295
185,1,a1,3449,545,6.44037
185,1,b0,96895,14770,6.72925
185,1,b1,3426,526,6.5076
185,1,a0.b0,96890,14769,6.7295
185,1,a1.b1,3233,512,6.55664
186,1,X,96755,14650,6.68648
186,1,Y,0,0,0
186,1,a0,96713,14640,6.68873
186,1,a1,3609,495,6.93131
186,1,b0,96711,14640,6.68859
186,1,b1,3590,487,7.01643
186,1,a0.b0,96706,14639,6.68898
186,1,a1.b1,3371,465,7.07957
187,1,X,96949,14306,6.62883
187,1,Y,0,0,0
187,1,a0,96900,14301,6.63045
187,1,a1,3893,538,5.92565
187,1,b0,96897,14301,6.63045
187,1,b1,3899,522,5.80843
187,1,a0.b0,96892,14300,6.63063
187,1,a1.b1,3634,494,5.92915
188,1,X,96961,14512,6.6702
188,1,Y,0,0,0
188,1,a0,96907,14506,6.67214
188,1,a1,4084,594,5.86364
188,1,b0,96905,14505,6.67039
188,1,b1,4079,604,5.84603
188,1,a0.b0,96900,14504,6.67071
188,1,a1.b1,3798,553,5.92224
189,1,X,97135,14534,6.68336
189,1,Y,0,0,0
189,1,a0,97076,14522,6.68448
189,1,a1,4362,580,5.72241
189,1,b0,97079,14523,6.68443
189,1,b1,4350,569,5.58699
189,1,a0.b0,97069,14521,6.68487
189,1,a1.b1,4051,528,5.75568
190,1,X,96963,14641,6.67782
190,1,Y,0,0,0
190,1,a0,96891,14629,6.68091
190,1,a1,4798,585,5.45983
190,1,b0,96889,14632,6.67974
190,1,b1,4772,589,5.42954
190,1,a0.b0,96881,14629,6.68091
190,1,a1.b1,4439,547,5.48629
191,1,X,96965,14491,6.69105
191,1,Y,0,0,0
191,1,a0,96884,14480,6.69296
191,1,a1,5024,738,5.45664
191,1,b0,96877,14480,6.69302
191,1,b1,4984,736,5.65761
191,1,a0.b0,96868,14479,6.69335
191,1,a1.b1,4642,682,5.52493
192,1,X,97118,14510,6.73784
192,1,Y,0,0,0
192,1,a0,97026,14504,6.73924
192,1,a1,5348,721,5.4258
192,1,b0,97022,14500,6.73903
192,1,b1,5309,702,5.5641
192,1,a0.b0,97012,14500,6.73903
192,1,a1.b1,4930,663,5.5279
193,1,X,96910,14591,6.68398
193,1,Y,0,0,0
193,1,a0,96806,14584,6.68308
193,1,a1,5660,772,5.38731
193,1,b0,96800,14587,6.68376
193,1,b1,5592,767,5.40026
193,1,a0.b0,96789,14584,6.68308
193,1,a1.b1,5194,711,5.391
194,1,X,96907,14546,6.63777
194,1,Y,0,0,0
194,1,a0,96794,14527,6.64122
194,1,a1,5862,848,5.19222
194,1,b0,96789,14526,6.64126
194,1,b1,5791,831,5.25872
194,1,a0.b0,96774,14525,6.64165
194,1,a1.b1,5358,785,5.27898
195,1,X,96534,14745,6.67528
195,1,Y,0,0,0
195,1,a0,96421,14725,6.67898
195,1,a1,5964,919,5.40588
195,1,b0,96419,14723,6.67935
195,1,b1,5898,898,5.53229
195,1,a0.b0,96402,14723,6.67935
195,1,a1.b1,5452,834,5.54317
196,1,X,96853,14343,6.72405
196,1,Y,0,0,0
196,1,a0,96733,14331,6.72696
196,1,a1,6195,857,5.22637
196,1,b0,96734,14330,6.72729
196,1,b1,6128,843,5.26928
196,1,a0.b0,96717,14327,6.72772
196,1,a1.b1,5650,787,5.25667
197,1,X,96785,14654,6.73925
197,1,Y,0,0,0
197,1,a0,96651,14646,6.74061
197,1,a1,6287,889,5.7784
197,1,b0,96659,14641,6.74148
197,1,b1,6196,874,5.80664
197,1,a0.b0,96639,14641,6.74148
197,1,a1.b1,5718,805,5.85963
198,1,X,96822,14546,6.72975
198,1,Y,0,0,0
198,1,a0,96689,14521,6.73239
198,1,a1,6464,893,5.58231
198,1,b0,96700,14525,6.7317
198,1,b1,6337,888,5.60586
198,1,a0.b0,96679,14518,6.73254
198,1,a1.b1,5868,812,5.59113
199,1,X,96986,14565,6.70154
199,1,Y,0,0,0
199,1,a0,96844,14553,6.70157
199,1,a1,6552,941,6.05101
199,1,b0,96859,14549,6.70211
199,1,b1,6439,914,6.07659
199,1,a0.b0,96836,14549,6.70211
199,1,a1.b1,5957,850,6.13647
200,1,X,97138,14525,6.59463
200,1,Y,0,0,0
200,1,a0,96982,14504,6.59597
200,1,a1,6599,955,5.92356
200,1,b0,96998,14506,6.595
200,1,b1,6458,957,5.9373
200,1,a0.b0,96975,14502,6.59516
200,1,a1.b1,5983,876,5.99429
201,1,X,97076,14622,6.62816
201,1,Y,0,0,0
201,1,a0,96930,14593,6.63167
201,1,a1,6602,981,5.90928
201,1,b0,96942,14597,6.63061
201,1,b1,6492,952,5.98214
201,1,a0.b0,96922,14592,6.63117
201,1,a1.b1,6007,888,5.90315
202,1,X,97347,14410,6.67689
202,1,Y,0,0,0
202,1,a0,97207,14387,6.67839
202,1,a1,6624,963,6.07165
202,1,b0,97217,14391,6.67723
202,1,b1,6505,954,6.09748
202,1,a0.b0,97199,14386,6.67809
202,1,a1.b1,6020,880,6.11932
203,1,X,97596,14583,6.65405
203,1,Y,0,0,0
203,1,a0,97452,14567,6.65511
203,1,a1,6608,939,6.28754
203,1,b0,97459,14570,6.65504
203,1,b1,6483,916,6.25327
203,1,a0.b0,97443,14567,6.65511
203,1,a1.b1,6015,840,6.32143
204,1,X,97598,14684,6.56681
204,1,Y,0,0,0
204,1,a0,97457,14663,6.56816
204,1,a1,6560,1001,6.38062
204,1,b0,97463,14661,6.56804
204,1,b1,6461,984,6.2815
204,1,a0.b0,97446,14661,6.56804
204,1,a1.b1,5984,916,6.34607
205,1,X,97471,14704,6.64547
205,1,Y,0,0,0
205,1,a0,97340,14681,6.64778
205,1,a1,6490,982,6.58656
205,1,b0,97347,14683,6.64803
205,1,b1,6386,964,6.5612
205,1,a0.b0,97331,14679,6.64834
205,1,a1.b1,5905,899,6.6129
206,1,X,97625,14421,6.65037
206,1,Y,0,0,0
206,1,a0,97499,14402,6.64956
206,1,a1,6490,956,6.28556
206,1,b0,97511,14401,6.64975
206,1,b1,6359,953,6.30955
206,1,a0.b0,97491,14400,6.64965
206,1,a1.b1,5904,876,6.24772
207,1,X,97605,14604,6.62962
207,1,Y,0,0,0
207,1,a0,97477,14582,6.62927
207,1,a1,6571,930,6.47634
207,1,b0,97488,14587,6.62885
207,1,b1,6439,917,6.59542
207,1,a0.b0,97468,14582,6.62927
207,1,a1.b1,5986,840,6.52381
208,1,X,97290,14772,6.69943
208,1,Y,0,0,0
208,1,a0,97164,14752,6.69713
208,1,a1,6528,987,6.56231
208,1,b0,97174,14752,6.69835
208,1,b1,6365,963,6.69159
208,1,a0.b0,97156,14749,6.69727
208,1,a1.b1,5909,895,6.65475
209,1,X,97270,14555,6.64287
209,1,Y,0,0,0
209,1,a0,97149,14533,6.64536
209,1,a1,6436,946,6.59302
